X,Y,OBJECTID,COUNTY_NAM,CONST_CODE,CONSTITUEN,COUNTY_ASS,COUNTY_A_1,REGIST_CEN,REGISTRATI,COUNTY_COD,Shape_Leng,Shape_Area
38.5084076630008,-1.41169617856398,75,KITUI,73,KITUI EAST,0,,0,,15,3.18175793829,0.38386867934
37.8237632226296,-1.49079597175278,76,KITUI,70,KITUI WEST,0,,0,,15,3.03306349577,0.1500583142
38.0450212797618,-1.55595141161977,77,KITUI,71,KITUI RURAL,0,,0,,15,0.99092232365,0.02905044518
38.4587121593271,-2.25593419114695,78,KITUI,74,KITUI SOUTH,0,,0,,15,6.03999667585,1.03423362833
37.9379450677589,-1.38899045518332,79,KITUI,72,KITUI CENTRAL,0,,0,,15,1.65025869195,0.05526221548
37.5852924517696,-1.24390983897891,80,MACHAKOS,76,YATTA,0,,0,,16,1.66372120973,0.08611280475
37.2555951181213,-1.572400477503,81,MACHAKOS,81,MACHAKOS TOWN,0,,0,,16,1.80861047834,0.06195120888
37.2540949706065,-1.20939402281094,82,MACHAKOS,78,MATUNGULU,0,,0,,16,1.081284457,0.04722974826
37.5227691653894,-1.40388237648299,83,MACHAKOS,82,MWALA,0,,0,,16,1.76891361535,0.08272461222
37.6039879398817,-0.951978095568409,84,MACHAKOS,75,MASINGA,0,,0,,16,2.31437492226,0.11420886777
37.3585075430383,-1.34559453253156,85,MACHAKOS,77,KANGUNDO,0,,0,,16,0.55347929763,0.01386767625
37.0403933821528,-1.44749186780594,86,MACHAKOS,80,MAVOKO,0,,0,,16,1.57885889135,0.06844716514
37.3098847548327,-1.42356608382088,87,MACHAKOS,79,KATHIANI,0,,0,,16,0.82263325847,0.01620057971
36.524024156727,-0.383129950510907,88,NYANDARUA,90,KIPIPIRI,0,,0,,18,1.14025085933,0.05250544102
36.6242390706714,-0.686536689759185,89,NYANDARUA,89,KINANGOP,0,,0,,18,1.69789816268,0.0676239692
36.4906314438423,-0.08268497488397,90,NYANDARUA,93,NDARAGWA,0,,0,,18,1.46263128309,0.06566443851
37.1305671492205,-0.224378525276111,91,NYERI,95,KIENI,0,,0,,19,2.56549268716,0.14724653023
37.1514515664265,-0.359204320547806,92,NYERI,96,MATHIRA,0,,0,,19,1.17205016038,0.03717905661
36.8315597508078,-0.555250596036425,93,NYERI,97,OTHAYA,0,,0,,19,0.96988141532,0.02893444708
36.8232805911092,-0.455151641725706,94,NYERI,94,TETU,0,,0,,19,1.40220895617,0.02907207238
37.0730049198318,-0.580885128789321,95,NYERI,98,MUKURWEINI,0,,0,,19,0.61295383708,0.0144620426
36.9701682918491,-0.41798202609913,96,NYERI,99,NYERI TOWN,0,,0,,19,0.66960704852,0.01367337625
37.3413733885996,-0.369397706903859,97,KIRINYAGA,101,GICHUGU,0,,0,,20,1.02180705979,0.03723360973
37.2777318473665,-0.283857238266161,98,KIRINYAGA,103,KIRINYAGA CENTRAL,0,,0,,20,1.06377008798,0.01991339779
37.2163969066695,-0.408857126183074,99,KIRINYAGA,102,NDIA,0,,0,,20,1.31325510215,0.01866935931
37.3579434054418,-0.664045309692338,100,KIRINYAGA,100,MWEA,0,,0,,20,0.97130241714,0.04392409136
36.9550162530068,-0.638044535223706,101,MURANG'A,105,MATHIOYA,0,,0,,21,1.1747776474,0.01873540882
37.0267900702075,-0.883557195121887,102,MURANG'A,109,KANDARA,0,,0,,21,0.9286561402,0.01785004511
37.1997029377359,-0.881147412639815,103,MURANG'A,108,MARAGWA,0,,0,,21,1.27515204757,0.03752935864
36.8669957010723,-0.673077520844248,104,MURANG'A,104,KANGEMA,0,,0,,21,1.08914077769,0.02406342514
36.9003214668448,-0.777448716673512,105,MURANG'A,107,KIGUMO,0,,0,,21,1.32526856035,0.02478845232
37.1836154468398,-0.700696159117091,106,MURANG'A,106,KIHARU,0,,0,,21,1.46191067039,0.03319926744
36.8493224668702,-0.918470405093013,107,KIAMBU,112,GATUNDU NORTH,0,,0,,22,0.92404355397,0.01900973359
36.7082993084384,-1.21906752214174,108,KIAMBU,119,KABETE,0,,0,,22,0.39122480203,0.00476155616
36.7549574720217,-1.16764613869521,109,KIAMBU,118,KIAMBAA,0,,0,,22,0.45985605814,0.00654480423
36.7847538298584,-1.0524413310967,110,KIAMBU,116,GITHUNGURI,0,,0,,22,0.71694039577,0.01399725303
37.177291649505,-1.05756981576596,111,KIAMBU,114,THIKA TOWN,0,,0,,22,1.10077895496,0.01778923719
36.9097248056892,-0.889631107866892,112,MURANG'A,110,GATANGA,0,,0,,21,2.26031350149,0.04876757414
36.603343966608,-1.23557742324747,113,KIAMBU,120,KIKUYU,0,,0,,22,0.69277987694,0.01388138905
36.6410336421811,-1.14796260530274,114,KIAMBU,121,LIMURU,0,,0,,22,0.89345745997,0.02309499124
36.7945523862137,-0.955426241918003,115,KIAMBU,111,GATUNDU SOUTH,0,,0,,22,0.89725726328,0.01797029746
36.6494231855518,-0.917341107135394,116,KIAMBU,122,LARI,0,,0,,22,1.34880385589,0.03781970406
37.0132235154837,-1.10658118475173,117,KIAMBU,113,JUJA,0,,0,,22,0.93318205313,0.02637215146
37.0175541136432,-1.1782044546463,118,KIAMBU,115,RUIRU,0,,0,,22,0.93959829765,0.0164085962
36.8338040318623,-1.16114559414989,119,KIAMBU,117,KIAMBU,0,,0,,22,0.4639794535,0.0085814558
35.553726219839,4.37455959947486,120,TURKANA,123,TURKANA NORTH,0,,0,,23,6.737282921,1.66877139568
36.1425519704539,1.86662496317416,121,TURKANA,128,TURKANA EAST,0,,0,,23,6.85016689474,0.90906872801
35.8515406503878,3.12907561483452,122,TURKANA,125,TURKANA CENTRAL,0,,0,,23,4.36428029538,0.53828666551
34.596952717987,4.04835768805975,123,TURKANA,124,TURKANA WEST,0,,0,,23,6.31405298637,1.19581915628
35.1122729534509,3.00676179630726,124,TURKANA,126,LOIMA,0,,0,,23,5.03750536431,0.79279829179
35.7011448763767,2.37578055605874,125,TURKANA,127,TURKANA SOUTH,0,,0,,23,5.30097509964,0.60314124818
35.2140251025154,1.54774678973493,126,WEST POKOT,129,KAPENGURIA,0,,0,,24,2.89245939105,0.14420557951
35.5854851108187,1.57322896059534,127,WEST POKOT,130,SIGOR,0,,0,,24,2.21005250075,0.17470531541
35.1897881817397,1.97154389075331,128,WEST POKOT,131,KACHELIBA,0,,0,,24,3.58180707814,0.33390285456
35.2937906722324,1.34053299276453,129,WEST POKOT,132,POKOT SOUTH,0,,0,,24,1.7395813939,0.10141807047
35.4145489174652,1.02147189674732,130,WEST POKOT,148,MARAKWET WEST,0,,0,,24,1.95194340699,0.06396079998
36.9356218857688,1.70405860952083,131,SAMBURU,134,SAMBURU NORTH,0,,0,,25,5.6383144448,0.68921479218
36.605343547051,1.08925084671028,132,SAMBURU,133,SAMBURU WEST,0,,0,,25,2.84099838178,0.20112765203
37.5356234325211,1.10655476776865,133,SAMBURU,135,SAMBURU EAST,0,,0,,25,4.53034567312,0.81727425942
35.4579864884958,0.30986133108941,134,UASIN GISHU,144,AINABKOI,0,,0,,27,1.69042220398,0.04209904935
35.3985038002265,0.722765185680071,135,UASIN GISHU,143,MOIBEN,0,,0,,27,1.59311774317,0.0629715361
35.2291095827667,0.804246560202342,136,UASIN GISHU,141,SOY,0,,0,,27,1.20605800597,0.04748083656
35.1229116595285,0.598558527417941,137,UASIN GISHU,142,TURBO,0,,0,,27,1.32581884022,0.04107510114
35.3510572170701,0.248064123444409,138,UASIN GISHU,146,KESSES,0,,0,,27,1.72567265888,0.0510657225
35.2460174398281,0.419877369931808,139,UASIN GISHU,145,KAPSERET,0,,0,,27,0.86453233831,0.03105363808
35.5892729066492,1.13026577301642,140,ELEGEYO-MARAKWET,147,MARAKWET EAST,0,,0,,28,1.31474120714,0.06581931933
35.5233128241305,0.694169801918285,141,ELGEYO-MARAKWET,149,KEIYO NORTH,0,,0,,28,1.13081743341,0.04397786407
